10.359375	72
10.390625	86
10.421875	76
10.453125	72
10.484375	72
10.515625	68
10.546875	69
10.578125	74
10.609375	70
10.640625	72
10.671875	70
10.703125	54
10.734375	55
10.765625	71
10.796875	55
10.828125	41
10.859375	44
10.890625	47
10.921875	42
10.953125	55
10.984375	40
11.015625	45
11.046875	43
11.078125	37
11.109375	30
11.140625	30
11.171875	45
11.203125	39
11.234375	30
11.265625	36
11.296875	30
11.328125	33
11.359375	25
11.390625	28
11.421875	15
11.453125	22
11.484375	25
11.515625	23
11.546875	23
11.578125	24
11.609375	20
11.640625	22
11.671875	24
11.703125	27
11.734375	22
11.765625	21
11.796875	26
11.828125	15
11.859375	31
11.890625	16
11.921875	17
11.953125	12
11.984375	14
12.015625	12
12.046875	12
12.078125	15
12.109375	14
12.140625	15
12.171875	16
12.203125	8
12.234375	8
12.265625	13
12.296875	7
12.328125	12
12.359375	7
12.390625	9
12.421875	5
12.453125	14
12.484375	14
12.515625	11
12.546875	7
12.578125	6
12.609375	10
12.640625	10
12.671875	13
12.703125	8
12.734375	12
12.765625	9
12.796875	15
12.828125	5
12.859375	8
12.890625	2
12.921875	13
12.953125	1
12.984375	6
13.015625	6
13.046875	3
13.078125	5
13.109375	2
13.140625	4
13.171875	5
13.203125	4
13.234375	1
13.265625	3
13.296875	6
13.328125	2
13.359375	4
13.390625	2
13.421875	6
13.453125	4
13.484375	4
13.515625	3
13.546875	2
13.578125	2
13.609375	5
13.640625	3
13.671875	4
13.703125	2
13.734375	3
13.765625	2
13.796875	4
13.828125	2
13.859375	3
13.890625	2
13.921875	4
13.953125	1
13.984375	3
14.015625	2
14.046875	0
14.078125	1
14.109375	3
14.140625	0
14.171875	0
14.203125	2
14.234375	3
14.265625	1
14.296875	0
14.328125	2
14.359375	0
14.390625	3
14.421875	0
14.453125	2
14.484375	2
14.515625	0
14.546875	1
14.578125	3
14.609375	1
14.640625	0
14.671875	1
14.703125	2
14.734375	2
14.765625	0
14.796875	3
14.828125	0
14.859375	1
14.890625	1
14.921875	1
14.953125	1
14.984375	2
15.015625	1
15.046875	0
15.078125	1
15.109375	0
15.140625	1
15.171875	0
15.203125	1
15.234375	0
15.265625	0
15.296875	1
15.328125	0
15.359375	2
15.390625	1
15.421875	0
15.453125	0
15.484375	1
15.515625	0
15.546875	0
15.578125	2
15.609375	0
15.640625	0
15.671875	0
15.703125	0
15.734375	1
15.765625	0
15.796875	0
15.828125	0
15.859375	0
15.890625	0
15.921875	0
15.953125	0
15.984375	0
16.015625	0
16.046875	1
16.078125	1
16.109375	0
16.140625	0
16.171875	0
16.203125	0
16.234375	0
16.265625	0
16.296875	0
16.328125	0
16.359375	0
16.390625	0
16.421875	0
16.453125	0
16.484375	0
16.515625	0
16.546875	0
16.578125	0
16.609375	0
16.640625	0
16.671875	0
16.703125	0
16.734375	0
16.765625	0
16.796875	0
16.828125	0
16.859375	0
16.890625	0
16.921875	1
16.953125	0
16.984375	0
17.015625	0
17.046875	0
17.078125	0
17.109375	0
17.140625	0
17.171875	0
17.203125	0
17.234375	0
17.265625	0
17.296875	0
17.328125	0
17.359375	0
17.390625	0
17.421875	0
17.453125	0
17.484375	0
17.515625	0
17.546875	1
17.578125	0
17.609375	0
17.640625	0
17.671875	0
17.703125	0
17.734375	0
17.765625	0
17.796875	0
17.828125	0
17.859375	1
17.890625	0
17.921875	0
17.953125	0
17.984375	0
18.015625	0
18.046875	0
18.078125	0
18.109375	0
18.140625	0
18.171875	0
18.203125	0
18.234375	0
18.265625	0
18.296875	0
18.328125	0
18.359375	0
18.390625	0
18.421875	0
18.453125	0
18.484375	0
18.515625	0
18.546875	0
18.578125	0
18.609375	0
18.640625	0
18.671875	0
18.703125	0
18.734375	0
18.765625	0
18.796875	0
18.828125	0
18.859375	0
18.890625	0
18.921875	0
18.953125	0
18.984375	0
19.015625	0
19.046875	0
19.078125	0
19.109375	0
19.140625	0
19.171875	0
19.203125	0
19.234375	0
19.265625	0
19.296875	0
19.328125	0
19.359375	0
19.390625	0
19.421875	0
19.453125	0
19.484375	0
19.515625	0
19.546875	0
19.578125	0
19.609375	0
19.640625	0
19.671875	0
19.703125	0
19.734375	0
19.765625	0
19.796875	0
19.828125	0
19.859375	0
19.890625	0
19.921875	0
19.953125	0
19.984375	0
20.015625	0
20.046875	0
20.078125	0
20.109375	0
20.140625	0
20.171875	0
20.203125	0
20.234375	0
20.265625	0
20.296875	0
20.328125	0
20.359375	0
20.390625	0
20.421875	0
20.453125	0
20.484375	0
20.515625	0
20.546875	0
20.578125	0
20.609375	0
20.640625	0
20.671875	0
20.703125	0
20.734375	0
20.765625	0
20.796875	0
20.828125	0
20.859375	0
20.890625	0
20.921875	0
20.953125	0
20.984375	0
21.015625	0
21.046875	0
21.078125	0
21.109375	0
21.140625	0
21.171875	0
21.203125	0
21.234375	0
21.265625	0
21.296875	0
21.328125	0
21.359375	0
21.390625	0
21.421875	0
21.453125	0
21.484375	0
21.515625	0
21.546875	0
21.578125	0
21.609375	0
21.640625	0
21.671875	0
21.703125	0
21.734375	0
21.765625	0
21.796875	0
21.828125	0
21.859375	0
21.890625	0
21.921875	0
21.953125	0
21.984375	0
22.015625	0
22.046875	0
22.078125	0
22.109375	0
22.140625	0
22.171875	0
22.203125	0
22.234375	0
22.265625	0
22.296875	0
22.328125	0
22.359375	0
22.390625	0
22.421875	0
22.453125	0
22.484375	0
22.515625	0
22.546875	0
22.578125	0
22.609375	0
22.640625	0
22.671875	0
22.703125	0
22.734375	0
22.765625	0
22.796875	0
22.828125	0
22.859375	0
22.890625	0
22.921875	0
22.953125	0
22.984375	0
23.015625	0
23.046875	0
23.078125	0
23.109375	0
23.140625	0
23.171875	0
23.203125	0
23.234375	0
23.265625	0
23.296875	0
23.328125	0
23.359375	0
23.390625	0
23.421875	0
23.453125	0
23.484375	0
23.515625	0
23.546875	0
23.578125	0
23.609375	0
23.640625	0
23.671875	0
23.703125	0
23.734375	0
23.765625	0
23.796875	0
23.828125	0
23.859375	0
23.890625	0
23.921875	0
23.953125	0
23.984375	0
24.015625	0
24.046875	0
24.078125	0
24.109375	0
24.140625	0
24.171875	0
24.203125	0
24.234375	0
24.265625	0
24.296875	0
24.328125	0
24.359375	0
24.390625	0
24.421875	0
24.453125	0
24.484375	0
24.515625	0
24.546875	0
24.578125	0
24.609375	0
24.640625	0
24.671875	0
24.703125	0
24.734375	0
24.765625	0
24.796875	0
24.828125	0
24.859375	0
24.890625	0
24.921875	0
24.953125	0
24.984375	0
25.015625	0
25.046875	0
25.078125	0
25.109375	0
25.140625	0
25.171875	0
25.203125	0
25.234375	0
25.265625	0
25.296875	0
25.328125	0
25.359375	0
25.390625	0
25.421875	0
25.453125	0
25.484375	0
25.515625	0
25.546875	0
25.578125	0
25.609375	0
25.640625	0
25.671875	0
25.703125	0
25.734375	0
25.765625	0
25.796875	0
25.828125	0
25.859375	0
25.890625	0
25.921875	0
25.953125	0
25.984375	0
26.015625	0
26.046875	0
26.078125	0
26.109375	0
26.140625	0
26.171875	0
26.203125	0
26.234375	0
26.265625	0
26.296875	0
26.328125	0
26.359375	0
26.390625	0
26.421875	0
26.453125	0
26.484375	0
26.515625	0
26.546875	0
26.578125	0
26.609375	0
26.640625	0
26.671875	0
26.703125	0
26.734375	0
26.765625	0
26.796875	0
26.828125	0
26.859375	0
26.890625	0
26.921875	0
26.953125	0
26.984375	0
27.015625	0
27.046875	0
27.078125	0
27.109375	0
27.140625	0
27.171875	0
27.203125	0
27.234375	0
27.265625	0
27.296875	0
27.328125	0
27.359375	0
27.390625	0
27.421875	0
27.453125	0
27.484375	0
27.515625	0
27.546875	0
27.578125	0
27.609375	0
27.640625	0
27.671875	0
27.703125	0
27.734375	0
27.765625	0
27.796875	0
27.828125	0
27.859375	0
27.890625	0
27.921875	0
27.953125	0
27.984375	0
28.015625	0
28.046875	0
28.078125	0
28.109375	0
28.140625	0
28.171875	0
28.203125	0
28.234375	0
28.265625	0
28.296875	0
28.328125	0
28.359375	0
28.390625	0
28.421875	0
28.453125	0
28.484375	0
28.515625	0
28.546875	0
28.578125	0
28.609375	0
28.640625	0
28.671875	0
28.703125	0
28.734375	0
28.765625	0
28.796875	0
28.828125	0
28.859375	0
28.890625	0
28.921875	0
28.953125	0
28.984375	0
29.015625	0
29.046875	0
29.078125	0
29.109375	0
29.140625	0
29.171875	0
29.203125	0
29.234375	0
29.265625	0
29.296875	0
29.328125	0
29.359375	0
29.390625	0
29.421875	0
29.453125	0
29.484375	0
29.515625	0
29.546875	0
29.578125	0
29.609375	0
29.640625	0
29.671875	0
29.703125	0
29.734375	0
29.765625	0
29.796875	0
29.828125	0
29.859375	0
29.890625	0
29.921875	0
29.953125	0
29.984375	0
30.015625	0
30.046875	0
30.078125	0
30.109375	0
30.140625	0
30.171875	0
30.203125	0
30.234375	0
30.265625	0
30.296875	0
30.328125	0
30.359375	0
30.390625	0
30.421875	0
30.453125	0
30.484375	0
30.515625	0
30.546875	0
30.578125	0
30.609375	0
30.640625	0
30.671875	0
30.703125	0
30.734375	0
30.765625	0
30.796875	0
30.828125	0
30.859375	0
30.890625	0
30.921875	0
30.953125	0
30.984375	0
31.015625	0
31.046875	0
31.078125	0
31.109375	0
31.140625	0
31.171875	0
31.203125	0
31.234375	0
31.265625	0
31.296875	0
31.328125	0
31.359375	0
31.390625	0
31.421875	0
31.453125	0
31.484375	0
31.515625	0
31.546875	0
31.578125	0
31.609375	0
31.640625	0
31.671875	0
31.703125	0
31.734375	0
31.765625	0
31.796875	0
31.828125	0
31.859375	0
31.890625	0
31.921875	0
31.953125	0
31.984375	0
